message_id,channel_name,image_path,detected_objects_count,detected_classes,top_detected_class,top_confidence,image_category,all_confidences
21463,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/21463.jpg,0,,,0.0,other,{}
22181,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/22181.jpg,2,"0,11",person,0.678920328617096,lifestyle,"{0: 0.678920328617096, 11: 0.271867960691452}"
21488,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/21488.jpg,1,39,bottle,0.7326310276985168,product_display,{39: 0.7326310276985168}
22195,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/22195.jpg,2,"41,39",cup,0.4508797228336334,product_display,"{41: 0.4508797228336334, 39: 0.28066715598106384}"
20972,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/20972.jpg,0,,,0.0,other,{}
22803,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/22803.jpg,0,,,0.0,other,{}
22817,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/22817.jpg,2,"39,39",bottle,0.9407604932785034,product_display,{39: 0.4056761860847473}
20966,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/20966.jpg,2,"0,73",person,0.4573282301425934,lifestyle,"{0: 0.4573282301425934, 73: 0.31845182180404663}"
22426,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/22426.jpg,1,39,bottle,0.5016928315162659,product_display,{39: 0.5016928315162659}
22340,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/22340.jpg,0,,,0.0,other,{}
21891,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/21891.jpg,1,77,teddy bear,0.3179375231266022,other,{77: 0.3179375231266022}
21649,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/21649.jpg,2,"39,60",bottle,0.4841192960739136,product_display,"{39: 0.4841192960739136, 60: 0.29485949873924255}"
21885,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/21885.jpg,2,"0,37",person,0.6241411566734314,lifestyle,"{0: 0.6241411566734314, 37: 0.36634331941604614}"
22354,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/22354.jpg,1,74,clock,0.3609219193458557,other,{74: 0.3609219193458557}
22432,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/22432.jpg,1,39,bottle,0.7326310276985168,product_display,{39: 0.7326310276985168}
21113,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/21113.jpg,1,39,bottle,0.6994184255599976,product_display,{39: 0.6994184255599976}
21675,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/21675.jpg,2,"0,37",person,0.6241411566734314,lifestyle,"{0: 0.6241411566734314, 37: 0.36634331941604614}"
22368,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/22368.jpg,1,39,bottle,0.5016928315162659,product_display,{39: 0.5016928315162659}
21661,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/21661.jpg,1,41,cup,0.5273927450180054,product_display,{41: 0.5273927450180054}
21107,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/21107.jpg,2,"41,41",cup,0.5362052321434021,product_display,{41: 0.25667262077331543}
21852,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/21852.jpg,0,,,0.0,other,{}
22383,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/22383.jpg,1,67,cell phone,0.31957992911338806,other,{67: 0.31957992911338806}
22397,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/22397.jpg,1,69,oven,0.25304025411605835,other,{69: 0.25304025411605835}
21846,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/21846.jpg,3,"0,0,39",person,0.7900387644767761,promotional,"{0: 0.3781144320964813, 39: 0.35652440786361694}"
21821,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/21821.jpg,1,39,bottle,0.8075836300849915,product_display,{39: 0.8075836300849915}
22496,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/22496.jpg,0,,,0.0,other,{}
22482,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/22482.jpg,1,39,bottle,0.5016928315162659,product_display,{39: 0.5016928315162659}
21835,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/21835.jpg,1,39,bottle,0.4382469654083252,product_display,{39: 0.4382469654083252}
21809,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/21809.jpg,0,,,0.0,other,{}
22333,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/22333.jpg,4,"52,52,52,52",hot dog,0.5860720276832581,other,{52: 0.25144100189208984}
22455,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/22455.jpg,8,"39,39,39,39,39,39,39,39",bottle,0.7991394400596619,product_display,{39: 0.25365132093429565}
21148,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/21148.jpg,0,,,0.0,other,{}
22441,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/22441.jpg,0,,,0.0,other,{}
22327,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/22327.jpg,0,,,0.0,other,{}
21606,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/21606.jpg,1,39,bottle,0.841686487197876,product_display,{39: 0.841686487197876}
21160,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/21160.jpg,2,"41,41",cup,0.5362052321434021,product_display,{41: 0.25667262077331543}
22469,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/22469.jpg,0,,,0.0,other,{}
21174,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/21174.jpg,1,60,dining table,0.29310351610183716,other,{60: 0.29310351610183716}
21612,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/21612.jpg,2,"0,37",person,0.6241411566734314,lifestyle,"{0: 0.6241411566734314, 37: 0.36634331941604614}"
22694,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/22694.jpg,1,39,bottle,0.5016928315162659,product_display,{39: 0.5016928315162659}
20929,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/20929.jpg,0,,,0.0,other,{}
21389,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/21389.jpg,0,,,0.0,other,{}
22680,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/22680.jpg,0,,,0.0,other,{}
22858,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/22858.jpg,0,,,0.0,other,{}
22870,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/22870.jpg,1,39,bottle,0.5707811713218689,product_display,{39: 0.5707811713218689}
20901,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/20901.jpg,1,12,parking meter,0.4189504384994507,other,{12: 0.4189504384994507}
20915,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/20915.jpg,0,,,0.0,other,{}
22864,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/22864.jpg,1,60,dining table,0.29310351610183716,other,{60: 0.29310351610183716}
22657,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/22657.jpg,0,,,0.0,other,{}
22131,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/22131.jpg,3,"0,0,39",person,0.7900387644767761,promotional,"{0: 0.3781144320964813, 39: 0.35652440786361694}"
20726,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/20726.jpg,3,"0,0,39",person,0.7900387644767761,promotional,"{0: 0.3781144320964813, 39: 0.35652440786361694}"
21438,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/21438.jpg,1,36,skateboard,0.4461499750614166,other,{36: 0.4461499750614166}
20732,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/20732.jpg,2,"39,41",bottle,0.49485746026039124,product_display,"{39: 0.49485746026039124, 41: 0.27421796321868896}"
22125,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/22125.jpg,0,,,0.0,other,{}
22643,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/22643.jpg,1,72,refrigerator,0.3571473956108093,other,{72: 0.3571473956108093}
21362,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/21362.jpg,1,67,cell phone,0.31957992911338806,other,{67: 0.31957992911338806}
21404,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/21404.jpg,0,,,0.0,other,{}
22119,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/22119.jpg,1,74,clock,0.3609219193458557,other,{74: 0.3609219193458557}
21376,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/21376.jpg,1,39,bottle,0.6595388054847717,product_display,{39: 0.6595388054847717}
22938,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/22938.jpg,0,,,0.0,other,{}
20691,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/20691.jpg,2,"0,72",person,0.8406550288200378,lifestyle,"{0: 0.8406550288200378, 72: 0.682590901851654}"
20849,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/20849.jpg,0,,,0.0,other,{}
22086,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/22086.jpg,1,39,bottle,0.8690332770347595,product_display,{39: 0.8690332770347595}
22092,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/22092.jpg,0,,,0.0,other,{}
20685,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/20685.jpg,0,,,0.0,other,{}
22904,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/22904.jpg,2,"39,39",bottle,0.5879669785499573,product_display,{39: 0.3194338381290436}
20875,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/20875.jpg,2,"67,39",cell phone,0.30081573128700256,product_display,"{67: 0.30081573128700256, 39: 0.2999151647090912}"
20861,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/20861.jpg,0,,,0.0,other,{}
22910,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/22910.jpg,0,,,0.0,other,{}
22723,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/22723.jpg,1,39,bottle,0.8543921113014221,product_display,{39: 0.8543921113014221}
22045,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/22045.jpg,0,,,0.0,other,{}
20652,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/20652.jpg,0,,,0.0,other,{}
21558,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/21558.jpg,3,"74,51,45",clock,0.40585365891456604,other,"{74: 0.40585365891456604, 51: 0.33894991874694824, 45: 0.2529979646205902}"
20646,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/20646.jpg,1,67,cell phone,0.4634685218334198,other,{67: 0.4634685218334198}
22051,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/22051.jpg,1,77,teddy bear,0.3179375231266022,other,{77: 0.3179375231266022}
22737,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/22737.jpg,2,"0,37",person,0.6241411566734314,lifestyle,"{0: 0.6241411566734314, 37: 0.36634331941604614}"
21216,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/21216.jpg,0,,,0.0,other,{}
21570,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/21570.jpg,0,,,0.0,other,{}
22079,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/22079.jpg,2,"0,0",person,0.5967598557472229,lifestyle,{0: 0.3250144124031067}
21564,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/21564.jpg,2,"0,37",person,0.6241411566734314,lifestyle,"{0: 0.6241411566734314, 37: 0.36634331941604614}"
21202,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/21202.jpg,0,,,0.0,other,{}
22284,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/22284.jpg,1,39,bottle,0.7326310276985168,product_display,{39: 0.7326310276985168}
21955,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/21955.jpg,1,39,bottle,0.5016389489173889,product_display,{39: 0.5016389489173889}
21799,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/21799.jpg,0,,,0.0,other,{}
21941,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/21941.jpg,0,,,0.0,other,{}
22290,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/22290.jpg,0,,,0.0,other,{}
21969,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/21969.jpg,3,"0,0,39",person,0.7900387644767761,promotional,"{0: 0.3781144320964813, 39: 0.35652440786361694}"
21996,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/21996.jpg,0,,,0.0,other,{}
22247,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/22247.jpg,0,,,0.0,other,{}
22521,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/22521.jpg,0,,,0.0,other,{}
21028,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/21028.jpg,0,,,0.0,other,{}
22535,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/22535.jpg,1,28,suitcase,0.3222518265247345,other,{28: 0.3222518265247345}
22253,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/22253.jpg,0,,,0.0,other,{}
21982,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/21982.jpg,1,39,bottle,0.8308449983596802,product_display,{39: 0.8308449983596802}
21772,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/21772.jpg,2,"0,72",person,0.8406550288200378,lifestyle,"{0: 0.8406550288200378, 72: 0.682590901851654}"
21014,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/21014.jpg,0,,,0.0,other,{}
22509,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/22509.jpg,2,"0,73",person,0.4573282301425934,lifestyle,"{0: 0.4573282301425934, 73: 0.31845182180404663}"
21000,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/21000.jpg,1,0,person,0.4847353398799896,lifestyle,{0: 0.4847353398799896}
21766,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/21766.jpg,2,"39,41",bottle,0.4822787344455719,product_display,"{39: 0.4822787344455719, 41: 0.3975864350795746}"
21001,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/21001.jpg,0,,,0.0,other,{}
22508,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/22508.jpg,2,"0,72",person,0.8406550288200378,lifestyle,"{0: 0.8406550288200378, 72: 0.682590901851654}"
21767,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/21767.jpg,0,,,0.0,other,{}
21773,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/21773.jpg,2,"0,73",person,0.4573282301425934,lifestyle,"{0: 0.4573282301425934, 73: 0.31845182180404663}"
21015,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/21015.jpg,0,,,0.0,other,{}
22534,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/22534.jpg,6,"39,39,39,39,39,39",bottle,0.8551758527755737,product_display,{39: 0.570135772228241}
21983,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/21983.jpg,1,39,bottle,0.7326310276985168,product_display,{39: 0.7326310276985168}
22252,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/22252.jpg,1,74,clock,0.3609219193458557,other,{74: 0.3609219193458557}
22246,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/22246.jpg,3,"74,51,45",clock,0.40585365891456604,other,"{74: 0.40585365891456604, 51: 0.33894991874694824, 45: 0.2529979646205902}"
21997,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/21997.jpg,1,72,refrigerator,0.38142046332359314,other,{72: 0.38142046332359314}
21029,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/21029.jpg,1,39,bottle,0.4382469654083252,product_display,{39: 0.4382469654083252}
22520,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/22520.jpg,0,,,0.0,other,{}
21968,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/21968.jpg,2,"39,73",bottle,0.3064383268356323,product_display,"{39: 0.3064383268356323, 73: 0.2673894762992859}"
22291,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/22291.jpg,1,12,parking meter,0.4189504384994507,other,{12: 0.4189504384994507}
21940,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/21940.jpg,1,39,bottle,0.9318892359733582,product_display,{39: 0.9318892359733582}
21798,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/21798.jpg,0,,,0.0,other,{}
21954,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/21954.jpg,1,39,bottle,0.6595388054847717,product_display,{39: 0.6595388054847717}
22285,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/22285.jpg,2,"0,72",person,0.8406550288200378,lifestyle,"{0: 0.8406550288200378, 72: 0.682590901851654}"
21565,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/21565.jpg,0,,,0.0,other,{}
21203,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/21203.jpg,0,,,0.0,other,{}
21217,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/21217.jpg,0,,,0.0,other,{}
22078,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/22078.jpg,1,72,refrigerator,0.38142046332359314,other,{72: 0.38142046332359314}
21571,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/21571.jpg,2,"0,72",person,0.8406550288200378,lifestyle,"{0: 0.8406550288200378, 72: 0.682590901851654}"
22050,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/22050.jpg,0,,,0.0,other,{}
20647,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/20647.jpg,0,,,0.0,other,{}
21559,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/21559.jpg,0,,,0.0,other,{}
22736,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/22736.jpg,1,67,cell phone,0.31957992911338806,other,{67: 0.31957992911338806}
22722,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/22722.jpg,3,"39,41,60",bottle,0.5716460943222046,product_display,"{39: 0.5716460943222046, 41: 0.4181893765926361, 60: 0.3087427318096161}"
20653,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/20653.jpg,0,,,0.0,other,{}
22044,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/22044.jpg,1,12,parking meter,0.4189504384994507,other,{12: 0.4189504384994507}
20860,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/20860.jpg,1,39,bottle,0.8699764609336853,product_display,{39: 0.8699764609336853}
22911,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/22911.jpg,1,39,bottle,0.5707811713218689,product_display,{39: 0.5707811713218689}
22905,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/22905.jpg,0,,,0.0,other,{}
20874,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/20874.jpg,0,,,0.0,other,{}
20684,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/20684.jpg,5,"73,73,73,73,73",book,0.28707826137542725,other,{73: 0.26121047139167786}
22093,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/22093.jpg,0,,,0.0,other,{}
22939,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/22939.jpg,1,74,clock,0.2700832188129425,other,{74: 0.2700832188129425}
22087,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/22087.jpg,1,67,cell phone,0.4634685218334198,other,{67: 0.4634685218334198}
20848,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/20848.jpg,1,39,bottle,0.5707811713218689,product_display,{39: 0.5707811713218689}
20690,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/20690.jpg,0,,,0.0,other,{}
21411,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/21411.jpg,1,39,bottle,0.7326310276985168,product_display,{39: 0.7326310276985168}
22118,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/22118.jpg,0,,,0.0,other,{}
21377,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/21377.jpg,1,39,bottle,0.5016389489173889,product_display,{39: 0.5016389489173889}
21363,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/21363.jpg,1,72,refrigerator,0.457951158285141,other,{72: 0.457951158285141}
21405,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/21405.jpg,1,72,refrigerator,0.457951158285141,other,{72: 0.457951158285141}
22124,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/22124.jpg,1,39,bottle,0.8075836300849915,product_display,{39: 0.8075836300849915}
20733,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/20733.jpg,2,"39,65",bottle,0.4789566695690155,product_display,"{39: 0.4789566695690155, 65: 0.33883869647979736}"
22642,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/22642.jpg,1,72,refrigerator,0.4999719262123108,other,{72: 0.4999719262123108}
22656,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/22656.jpg,2,"0,11",person,0.678920328617096,lifestyle,"{0: 0.678920328617096, 11: 0.271867960691452}"
21439,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/21439.jpg,2,"39,73",bottle,0.4000658094882965,product_display,"{39: 0.4000658094882965, 73: 0.3298988342285156}"
20727,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/20727.jpg,0,,,0.0,other,{}
22130,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/22130.jpg,2,"39,73",bottle,0.3064383268356323,product_display,"{39: 0.3064383268356323, 73: 0.2673894762992859}"
20914,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/20914.jpg,2,"67,39",cell phone,0.6242851614952087,product_display,"{67: 0.6242851614952087, 39: 0.4089212417602539}"
22865,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/22865.jpg,1,39,bottle,0.7241215705871582,product_display,{39: 0.7241215705871582}
22871,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/22871.jpg,2,"73,39",book,0.350198894739151,product_display,"{73: 0.350198894739151, 39: 0.26285699009895325}"
20900,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/20900.jpg,0,,,0.0,other,{}
20928,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/20928.jpg,0,,,0.0,other,{}
22859,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/22859.jpg,1,39,bottle,0.5791810154914856,product_display,{39: 0.5791810154914856}
22681,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/22681.jpg,2,"41,73",cup,0.2695249319076538,product_display,"{41: 0.2695249319076538, 73: 0.2602492868900299}"
21388,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/21388.jpg,0,,,0.0,other,{}
22695,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/22695.jpg,1,39,bottle,0.4745512306690216,product_display,{39: 0.4745512306690216}
21175,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/21175.jpg,1,39,bottle,0.7241215705871582,product_display,{39: 0.7241215705871582}
21613,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/21613.jpg,0,,,0.0,other,{}
21607,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/21607.jpg,5,"39,39,39,39,39",bottle,0.7357080578804016,product_display,{39: 0.37953484058380127}
22468,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/22468.jpg,0,,,0.0,other,{}
21161,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/21161.jpg,0,,,0.0,other,{}
22440,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/22440.jpg,0,,,0.0,other,{}
21149,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/21149.jpg,2,"0,11",person,0.678920328617096,lifestyle,"{0: 0.678920328617096, 11: 0.271867960691452}"
22326,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/22326.jpg,2,"0,11",person,0.678920328617096,lifestyle,"{0: 0.678920328617096, 11: 0.271867960691452}"
22332,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/22332.jpg,0,,,0.0,other,{}
22454,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/22454.jpg,0,,,0.0,other,{}
21808,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/21808.jpg,2,"0,11",person,0.678920328617096,lifestyle,"{0: 0.678920328617096, 11: 0.271867960691452}"
22483,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/22483.jpg,0,,,0.0,other,{}
21834,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/21834.jpg,0,,,0.0,other,{}
22497,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/22497.jpg,4,"52,52,52,52",hot dog,0.5860720276832581,other,{52: 0.25144100189208984}
21836,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/21836.jpg,1,39,bottle,0.9318892359733582,product_display,{39: 0.9318892359733582}
22481,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/22481.jpg,1,28,suitcase,0.3222518265247345,other,{28: 0.3222518265247345}
21188,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/21188.jpg,0,,,0.0,other,{}
22495,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/22495.jpg,3,"74,51,45",clock,0.40585365891456604,other,"{74: 0.40585365891456604, 51: 0.33894991874694824, 45: 0.2529979646205902}"
21822,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/21822.jpg,1,39,bottle,0.7326310276985168,product_display,{39: 0.7326310276985168}
22324,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/22324.jpg,1,67,cell phone,0.31957992911338806,other,{67: 0.31957992911338806}
22442,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/22442.jpg,0,,,0.0,other,{}
22456,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/22456.jpg,0,,,0.0,other,{}
21639,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/21639.jpg,2,"39,75",bottle,0.7860796451568604,product_display,"{39: 0.7860796451568604, 75: 0.4042931795120239}"
22330,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/22330.jpg,0,,,0.0,other,{}
21611,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/21611.jpg,1,67,cell phone,0.31957992911338806,other,{67: 0.31957992911338806}
22318,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/22318.jpg,0,,,0.0,other,{}
21177,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/21177.jpg,1,39,bottle,0.5719424486160278,product_display,{39: 0.5719424486160278}
21163,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/21163.jpg,0,,,0.0,other,{}
21605,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/21605.jpg,2,"39,39",bottle,0.9543536305427551,product_display,{39: 0.34730765223503113}
22683,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/22683.jpg,2,"39,39",bottle,0.5879669785499573,product_display,{39: 0.3194338381290436}
22697,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/22697.jpg,1,39,bottle,0.5016928315162659,product_display,{39: 0.5016928315162659}
22867,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/22867.jpg,1,73,book,0.2753828465938568,other,{73: 0.2753828465938568}
20916,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/20916.jpg,0,,,0.0,other,{}
20902,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/20902.jpg,0,,,0.0,other,{}
22873,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/22873.jpg,1,39,bottle,0.8690332770347595,product_display,{39: 0.8690332770347595}
22898,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/22898.jpg,1,28,suitcase,0.3222518265247345,other,{28: 0.3222518265247345}
22640,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/22640.jpg,1,39,bottle,0.8075836300849915,product_display,{39: 0.8075836300849915}
21349,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/21349.jpg,4,"52,52,52,52",hot dog,0.5860720276832581,other,{52: 0.25144100189208984}
20731,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/20731.jpg,2,"39,39",bottle,0.7695448994636536,product_display,{39: 0.34246283769607544}
22126,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/22126.jpg,0,,,0.0,other,{}
22132,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/22132.jpg,0,,,0.0,other,{}
